domain_accession,n_species,species_fraction,category,domain_name,description,clan_accession,clan_id
PF14374,20,1.0,core,Ribos_L4_asso_C,60S ribosomal protein L4 C-terminal domain,,
PF14370,20,1.0,core,Topo_C_assoc,C-terminal topoisomerase domain,,
PF14360,20,1.0,core,PAP2_C,PAP2 superfamily C-terminal,CL0525,pap2
PF14308,20,1.0,core,DnaJ-X,X-domain of DnaJ-containing,,
PF14204,20,1.0,core,Ribosomal_L18_c,Ribosomal L18 C-terminal region,,
PF14145,20,1.0,core,YrhK,YrhK-like protein,,
PF14050,20,1.0,core,Nudc_N,N-terminal conserved domain of Nudc.,,
PF13959,20,1.0,core,CTE_SPB4,"ATP-dependent rRNA helicase SPB4-like, C-terminal extension",,
PF03477,20,1.0,core,ATP-cone,ATP cone domain,,
PF05764,20,1.0,core,YL1,YL1 nuclear protein,,
PF03465,20,1.0,core,eRF1_3,eRF1 domain 3,CL0101,PELOTA
PF01142,20,1.0,core,TruD,tRNA pseudouridine synthase D (TruD),CL0649,PseudoU_synth
PF01138,20,1.0,core,RNase_PH,"3' exoribonuclease family, domain 1",CL0329,S5
PF01137,20,1.0,core,RTC,RNA 3'-terminal phosphate cyclase,CL0290,EPT_RTPC
PF01135,20,1.0,core,PCMT,Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT),CL0063,NADP_Rossmann
PF01134,20,1.0,core,GIDA,Glucose inhibited division protein A,CL0063,NADP_Rossmann
PF01133,20,1.0,core,ER,Enhancer of rudimentary,,
PF01131,20,1.0,core,Topoisom_bac,DNA topoisomerase,,
PF01125,20,1.0,core,BUD31,Pre-mRNA-splicing factor BUD31,,
PF01121,20,1.0,core,CoaE,Dephospho-CoA kinase,CL0023,P-loop_NTPase
PF01119,20,1.0,core,DNA_mis_repair,"DNA mismatch repair protein, C-terminal domain",CL0329,S5
PF01115,20,1.0,core,F_actin_cap_B,"F-actin capping protein, beta subunit",,
PF01111,20,1.0,core,CKS,Cyclin-dependent kinase regulatory subunit,,
PF01106,20,1.0,core,NifU,NifU-like domain,CL0232,NifU
PF01105,20,1.0,core,EMP24_GP25L,emp24/gp25L/p24 family/GOLD,CL0521,GOLD-like
PF01096,20,1.0,core,Zn_ribbon_TFIIS,Transcription factor S-II (TFIIS),CL0167,Zn_Beta_Ribbon
PF01092,20,1.0,core,Ribosomal_S6e,Ribosomal protein S6e,,
PF01090,20,1.0,core,Ribosomal_S19e,Ribosomal protein S19e,CL0123,HTH
PF01088,20,1.0,core,Peptidase_C12,"Ubiquitin carboxyl-terminal hydrolase, family 1",CL0125,Peptidase_CA
PF01084,20,1.0,core,Ribosomal_S18,Ribosomal protein S18,CL0123,HTH
PF01068,20,1.0,core,DNA_ligase_A_M,ATP dependent DNA ligase domain,CL0179,ATP-grasp
PF01066,20,1.0,core,CDP-OH_P_transf,CDP-alcohol phosphatidyltransferase,,
PF01063,20,1.0,core,Aminotran_4,Amino-transferase class IV,,
PF01048,20,1.0,core,PNP_UDP_1,Phosphorylase superfamily,CL0408,PUP
PF01040,20,1.0,core,UbiA,UbiA prenyltransferase family,CL0613,Terp_synthase
PF01039,20,1.0,core,Carboxyl_trans,Carboxyl transferase domain,CL0127,ClpP_crotonase
PF01031,20,1.0,core,Dynamin_M,Dynamin central region,,
PF01028,20,1.0,core,Topoisom_I,"Eukaryotic DNA topoisomerase I, catalytic core",CL0382,DNA-mend
PF01027,20,1.0,core,Bax1-I,Inhibitor of apoptosis-promoting Bax1,CL0453,Apoptosis-Inhib
PF01139,20,1.0,core,RtcB,tRNA-splicing ligase RtcB,,
PF01145,20,1.0,core,Band_7,SPFH domain / Band 7 family,CL0433,SPFH
PF01018,20,1.0,core,GTP1_OBG,GTP1/OBG,CL0762,GlyR
PF01148,20,1.0,core,CTP_transf_1,Cytidylyltransferase family,CL0234,CTPT
PF01214,20,1.0,core,CK_II_beta,Casein kinase II regulatory subunit,,
PF01210,20,1.0,core,NAD_Gly3P_dh_N,NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus,CL0063,NADP_Rossmann
PF01209,20,1.0,core,Ubie_methyltran,ubiE/COQ5 methyltransferase family,CL0063,NADP_Rossmann
PF01208,20,1.0,core,URO-D,Uroporphyrinogen decarboxylase (URO-D),CL0036,TIM_barrel
PF01207,20,1.0,core,Dus,Dihydrouridine synthase (Dus),CL0036,TIM_barrel
PF01201,20,1.0,core,Ribosomal_S8e,Ribosomal protein S8e,,
PF01199,20,1.0,core,Ribosomal_L34e,Ribosomal protein L34e,,
PF01198,20,1.0,core,Ribosomal_L31e,Ribosomal protein L31e,,
PF01196,20,1.0,core,Ribosomal_L17,Ribosomal protein L17,,
PF01193,20,1.0,core,RNA_pol_L,RNA polymerase Rpb3/Rpb11 dimerisation domain,CL0509,RBP11-like
PF01192,20,1.0,core,RNA_pol_Rpb6,RNA polymerase Rpb6 ,,
PF01191,20,1.0,core,RNA_pol_Rpb5_C,"RNA polymerase Rpb5, C-terminal domain",,
PF01189,20,1.0,core,Methyltr_RsmB-F,16S rRNA methyltransferase RsmB/F,CL0063,NADP_Rossmann
PF01187,20,1.0,core,MIF,Macrophage migration inhibitory factor (MIF),CL0082,MIF
PF03464,20,1.0,core,eRF1_2,eRF1 domain 2,CL0267,S11_L18p
PF01180,20,1.0,core,DHO_dh,Dihydroorotate dehydrogenase,CL0036,TIM_barrel
PF01176,20,1.0,core,eIF-1a,Translation initiation factor 1A / IF-1,CL0021,OB
PF01174,20,1.0,core,SNO,SNO glutamine amidotransferase family,CL0014,Glutaminase_I
PF01172,20,1.0,core,SBDS_N,Shwachman-Bodian-Diamond syndrome (SBDS) N-terminal domain ,,
PF01171,20,1.0,core,ATP_bind_3,PP-loop domain,CL0039,HUP
PF01163,20,1.0,core,RIO1,RIO domain,CL0016,PKinase
PF01161,20,1.0,core,PBP,Phosphatidylethanolamine-binding protein,,
PF01159,20,1.0,core,Ribosomal_L6e,Ribosomal protein L6e ,,
PF01158,20,1.0,core,Ribosomal_L36e,Ribosomal protein L36e,,
PF01157,20,1.0,core,Ribosomal_L21e,Ribosomal protein L21e,CL0010,SH3
PF01151,20,1.0,core,ELO,GNS1/SUR4 family,,
PF01150,20,1.0,core,GDA1_CD39,GDA1/CD39 (nucleoside phosphatase) family,CL0108,Actin_ATPase
PF01025,20,1.0,core,GrpE,GrpE,,
PF01016,20,1.0,core,Ribosomal_L27,Ribosomal L27 protein,,
PF01798,20,1.0,core,Nop,"snoRNA binding domain, fibrillarin",,
PF00850,20,1.0,core,Hist_deacetyl,Histone deacetylase domain,CL0302,Arginase
PF00847,20,1.0,core,AP2,AP2 domain,CL0081,MBD-like
PF00838,20,1.0,core,TCTP,Translationally controlled tumour protein,CL0080,Beta-tent
PF00834,20,1.0,core,Ribul_P_3_epim,Ribulose-phosphate 3 epimerase family,CL0036,TIM_barrel
PF00833,20,1.0,core,Ribosomal_S17e,Ribosomal S17,,
PF00829,20,1.0,core,Ribosomal_L21p,Ribosomal prokaryotic L21 protein,,
PF00828,20,1.0,core,Ribosomal_L27A,"Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A",CL0588,Ribos_L15p_L18e
PF00827,20,1.0,core,Ribosomal_L15e,Ribosomal L15,CL0652,S24e_L23_L15e
PF00814,20,1.0,core,TsaD,tRNA N6-adenosine threonylcarbamoyltransferase,CL0108,Actin_ATPase
PF00810,20,1.0,core,ER_lumen_recept,ER lumen protein retaining receptor,CL0141,MtN3-like
PF00809,20,1.0,core,Pterin_bind,Pterin binding enzyme,CL0036,TIM_barrel
PF00808,20,1.0,core,CBFD_NFYB_HMF,Histone-like transcription factor (CBF/NF-Y) and archaeal histone,CL0012,Histone
PF00806,20,1.0,core,PUF,Pumilio-family RNA binding repeat,CL0020,TPR
PF00789,20,1.0,core,UBX,UBX domain,CL0072,Ubiquitin
PF00787,20,1.0,core,PX,PX domain,,
PF00782,20,1.0,core,DSPc,"Dual specificity phosphatase, catalytic domain",CL0031,Phosphatase
PF00781,20,1.0,core,DAGK_cat,Diacylglycerol kinase catalytic domain,CL0240,PFK
PF00778,20,1.0,core,DIX,DIX domain,CL0072,Ubiquitin
PF00773,20,1.0,core,RNB,RNB domain,CL0021,OB
PF00763,20,1.0,core,THF_DHG_CYH,"Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",CL0603,AA_dh_N
PF00762,20,1.0,core,Ferrochelatase,Ferrochelatase,CL0043,Chelatase
PF00754,20,1.0,core,F5_F8_type_C,F5/8 type C domain,CL0202,GBD
PF00753,20,1.0,core,Lactamase_B,Metallo-beta-lactamase superfamily,CL0381,Metallo-HOrase
PF00752,20,1.0,core,XPG_N,XPG N-terminal domain,CL0280,PIN
PF00750,20,1.0,core,tRNA-synt_1d,"tRNA synthetases class I (R), catalytic domain",CL0039,HUP
PF00749,20,1.0,core,tRNA-synt_1c,"tRNA synthetases class I (E and Q), catalytic domain",CL0039,HUP
PF00736,20,1.0,core,EF1_GNE,EF-1 guanine nucleotide exchange domain,,
PF00733,20,1.0,core,Asn_synthase,Asparagine synthase,CL0039,HUP
PF00849,20,1.0,core,PseudoU_synth_2,RNA pseudouridylate synthase,CL0649,PseudoU_synth
PF00856,20,1.0,core,SET,SET domain,CL0489,SAF
PF01015,20,1.0,core,Ribosomal_S3Ae,Ribosomal S3Ae family,,
PF00857,20,1.0,core,Isochorismatase,Isochorismatase domain,,
PF01008,20,1.0,core,IF-2B,Initiation factor 2 subunit family,CL0063,NADP_Rossmann
PF01000,20,1.0,core,RNA_pol_A_bac,RNA polymerase Rpb3/RpoA insert domain,,
PF00996,20,1.0,core,GDI,GDP dissociation inhibitor,CL0063,NADP_Rossmann
PF00995,20,1.0,core,Sec1,Sec1 family,,
PF00988,20,1.0,core,CPSase_sm_chain,"Carbamoyl-phosphate synthase small chain, CPSase domain",CL0364,Leu-IlvD
PF00986,20,1.0,core,DNA_gyraseB_C,"DNA gyrase B subunit, carboxyl terminus",,
PF00970,20,1.0,core,FAD_binding_6,Oxidoreductase FAD-binding domain,CL0866,ALR_C-like
PF00962,20,1.0,core,A_deaminase,Adenosine deaminase,CL0036,TIM_barrel
PF00958,20,1.0,core,GMP_synt_C,GMP synthase C terminal domain,,
PF00957,20,1.0,core,Synaptobrevin,Synaptobrevin,CL0445,SNARE-fusion
PF00956,20,1.0,core,NAP,Nucleosome assembly protein (NAP),,
PF00940,20,1.0,core,RNA_pol,DNA-dependent RNA polymerase,,
PF00928,20,1.0,core,Adap_comp_sub,Adaptor complexes medium subunit family,CL0448,Cargo_bd_muHD
PF00924,20,1.0,core,MS_channel_2nd,"Mechanosensitive ion channel, beta-domain",CL0986,Sm-like
PF00919,20,1.0,core,UPF0004,Uncharacterized protein family UPF0004,CL0304,CheY
PF00916,20,1.0,core,Sulfate_transp,Sulfate permease family,CL0062,APC
PF00903,20,1.0,core,Glyoxalase,Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily,CL0104,Glyoxalase
PF00900,20,1.0,core,Ribosomal_S4e,Ribosomal family S4e,CL0021,OB
PF00899,20,1.0,core,ThiF,ThiF family,CL0063,NADP_Rossmann
PF00892,20,1.0,core,EamA,EamA-like transporter family,CL0184,DMT
PF00890,20,1.0,core,FAD_binding_2,FAD binding domain,CL0063,NADP_Rossmann
PF00889,20,1.0,core,EF_TS,Elongation factor TS,,
PF00888,20,1.0,core,Cullin,Cullin alpha solenoid domain,CL0020,TPR
PF00886,20,1.0,core,Ribosomal_S16,Ribosomal protein S16,,
PF00883,20,1.0,core,Peptidase_M17,"Cytosol aminopeptidase family, catalytic domain",CL0865,ZnExoPePases
PF00867,20,1.0,core,XPG_I,XPG I-region,CL0464,5_3_exonuc_C
PF00861,20,1.0,core,Ribosomal_L18p,"Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast",CL0267,S11_L18p
PF01215,20,1.0,core,COX5B,Cytochrome c oxidase subunit Vb,CL0167,Zn_Beta_Ribbon
PF01217,20,1.0,core,Clat_adaptor_s,Clathrin adaptor complex small chain,CL0431,PF
PF01218,20,1.0,core,Coprogen_oxidas,Coproporphyrinogen III oxidase,CL1005,CPO_III-like
PF01602,20,1.0,core,Adaptin_N,Adaptin N terminal region,CL0020,TPR
PF01597,20,1.0,core,GCV_H,Glycine cleavage H-protein,CL0105,Hybrid
PF01595,20,1.0,core,CNNM,Cyclin M transmembrane N-terminal domain,,
PF01593,20,1.0,core,Amino_oxidase,Flavin containing amine oxidoreductase,CL0063,NADP_Rossmann
PF01592,20,1.0,core,NifU_N,NifU-like N terminal domain,CL0233,SufE_NifU
PF01590,20,1.0,core,GAF,GAF domain,CL0161,GAF
PF01588,20,1.0,core,tRNA_bind,Putative tRNA binding domain,CL0021,OB
PF01585,20,1.0,core,G-patch,G-patch domain,CL0449,G-PATCH
PF01571,20,1.0,core,GCV_T,GCVT N-terminal domain,CL0289,FBD
PF01566,20,1.0,core,Nramp,Natural resistance-associated macrophage protein-like,CL0062,APC
PF01564,20,1.0,core,Spermine_synth,Spermine/spermidine synthase domain,CL0063,NADP_Rossmann
PF01556,20,1.0,core,DnaJ_C,DnaJ C terminal domain,,
PF01553,20,1.0,core,Acyltransferase,Acyltransferase,CL0228,Acyltransferase
PF01545,20,1.0,core,Cation_efflux,Cation efflux transmembrane domain,,
PF01536,20,1.0,core,SAM_decarbox,Adenosylmethionine decarboxylase,,
PF01535,20,1.0,core,PPR,PPR repeat,CL0020,TPR
PF01529,20,1.0,core,DHHC,DHHC palmitoyltransferase,,
PF01521,20,1.0,core,Fe-S_biosyn,Iron-sulphur cluster biosynthesis,CL0980,HesB-like
PF01509,20,1.0,core,TruB_N,TruB family pseudouridylate synthase (N terminal domain),CL0649,PseudoU_synth
PF01507,20,1.0,core,PAPS_reduct,Phosphoadenosine phosphosulfate reductase domain,CL0039,HUP
PF01504,20,1.0,core,PIP5K,Phosphatidylinositol-4-phosphate 5-Kinase,CL0016,PKinase
PF01496,20,1.0,core,V_ATPase_I,V-type ATPase 116kDa subunit family  ,,
PF01494,20,1.0,core,FAD_binding_3,FAD binding domain,CL0063,NADP_Rossmann
PF01493,20,1.0,core,GXGXG,GXGXG motif,,
PF01490,20,1.0,core,Aa_trans,Transmembrane amino acid transporter protein,CL0062,APC
PF01485,20,1.0,core,IBR,"IBR domain, a half RING-finger domain",CL0229,RING
PF01480,20,1.0,core,PWI,PWI domain,CL0805,PWI-like
PF01479,20,1.0,core,S4,S4 domain,CL0492,S4
PF01599,20,1.0,core,Ribosomal_S27,Ribosomal protein S27a,CL0167,Zn_Beta_Ribbon
PF01612,20,1.0,core,DNA_pol_A_exo1,3'-5' exonuclease,CL0219,RNase_H
PF01221,20,1.0,core,Dynein_light,Dynein light chain type 1 ,,
PF01624,20,1.0,core,MutS_I,MutS domain I,,
PF01778,20,1.0,core,Ribosomal_L28e,Ribosomal L28e protein family,,
PF01777,20,1.0,core,Ribosomal_L27e,Ribosomal L27e protein family,CL0010,SH3
PF01776,20,1.0,core,Ribosomal_L22e,Ribosomal L22e protein family,,
PF01775,20,1.0,core,Ribosomal_L18A,Ribosomal proteins 50S-L18Ae/60S-L20/60S-L18A,,
PF01765,20,1.0,core,RRF,Ribosome recycling factor,,
PF01764,20,1.0,core,Lipase_3,Lipase (class 3),CL0028,AB_hydrolase
PF01754,20,1.0,core,zf-A20,A20-like zinc finger,CL0839,Tbcl_zf
PF01753,20,1.0,core,zf-MYND,MYND finger,CL0175,TRASH
PF01751,20,1.0,core,Toprim,Toprim domain,CL0413,Toprim-like
PF01749,20,1.0,core,IBB,Importin beta binding domain,CL0020,TPR
PF01743,20,1.0,core,PolyA_pol,Poly A polymerase head domain,CL0260,NTP_transf
PF01734,20,1.0,core,Patatin,Patatin-like phospholipase,CL0323,Patatin
PF01728,20,1.0,core,FtsJ,FtsJ-like methyltransferase,CL0063,NADP_Rossmann
PF01725,20,1.0,core,Ham1p_like,Ham1 family,CL0269,Maf
PF01704,20,1.0,core,UDPGP,UTP--glucose-1-phosphate uridylyltransferase,CL0110,GT-A
PF01702,20,1.0,core,TGT,Queuine tRNA-ribosyltransferase,CL0036,TIM_barrel
PF01699,20,1.0,core,Na_Ca_ex,Sodium/calcium exchanger protein,,
PF01694,20,1.0,core,Rhomboid,Rhomboid domain,CL0207,Rhomboid-like
PF01687,20,1.0,core,Flavokinase,Riboflavin kinase,CL0866,ALR_C-like
PF01680,20,1.0,core,SOR_SNZ,SOR/SNZ family,CL0036,TIM_barrel
PF01661,20,1.0,core,Macro,Macro domain,CL0223,MACRO
PF01658,20,1.0,core,Inos-1-P_synth,Myo-inositol-1-phosphate synthase,CL0139,GADPH_aa-bio_dh
PF01655,20,1.0,core,Ribosomal_L32e,Ribosomal protein L32,,
PF01652,20,1.0,core,IF4E,Eukaryotic initiation factor 4E,CL0625,eIF4e
PF01650,20,1.0,core,Peptidase_C13,Peptidase C13 family,CL0093,Peptidase_CD
PF01645,20,1.0,core,Glu_synthase,Conserved region in glutamate synthase,CL0036,TIM_barrel
PF01633,20,1.0,core,Choline_kinase,Choline/ethanolamine kinase,CL0016,PKinase
PF01477,20,1.0,core,PLAT,PLAT/LH2 domain,CL0321,PLAT
PF01472,20,1.0,core,PUA,PUA domain,CL0178,PUA
PF01467,20,1.0,core,CTP_transf_like,Cytidylyltransferase-like,CL0039,HUP
PF01466,20,1.0,core,Skp1,"Skp1 family, dimerisation domain",,
PF01293,20,1.0,core,PEPCK_ATP,Phosphoenolpyruvate carboxykinase,CL0374,PEP-carboxyk
PF01287,20,1.0,core,eIF-5a,"Eukaryotic elongation factor 5A hypusine, DNA-binding OB fold",CL0021,OB
PF01283,20,1.0,core,Ribosomal_S26e,Ribosomal protein S26e,CL0839,Tbcl_zf
PF01282,20,1.0,core,Ribosomal_S24e,Ribosomal protein S24e,,
PF01281,20,1.0,core,Ribosomal_L9_N,"Ribosomal protein L9, N-terminal domain",CL0885,L9_N_sp
PF01280,20,1.0,core,Ribosomal_L19e,"Ribosomal protein L19e, N-terminal domain",,
PF01276,20,1.0,core,OKR_DC_1,"Orn/Lys/Arg decarboxylase, major domain",CL0061,PLP_aminotran
PF01267,20,1.0,core,F-actin_cap_A,F-actin capping protein alpha subunit,,
PF01266,20,1.0,core,DAO,FAD dependent oxidoreductase,CL0063,NADP_Rossmann
PF01265,20,1.0,core,Cyto_heme_lyase,Cytochrome c/c1 heme lyase,,
PF01262,20,1.0,core,AlaDh_PNT_C,"Alanine dehydrogenase/PNT, C-terminal domain",CL0063,NADP_Rossmann
PF01261,20,1.0,core,AP_endonuc_2,Xylose isomerase-like TIM barrel,CL0036,TIM_barrel
PF01256,20,1.0,core,Carb_kinase,NAD(P)H-hydrate dehydratase,CL0118,Ribokinase
PF01255,20,1.0,core,Prenyltransf,Putative undecaprenyl diphosphate synthase,,
PF01253,20,1.0,core,SUI1,Translation initiation factor SUI1,,
PF01251,20,1.0,core,Ribosomal_S7e,Ribosomal protein S7e,CL0652,S24e_L23_L15e
PF01250,20,1.0,core,Ribosomal_S6,Ribosomal protein S6,,
PF01248,20,1.0,core,Ribosomal_L7Ae,Ribosomal protein L7Ae/L30e/S12e/Gadd45 family,CL0101,PELOTA
PF01247,20,1.0,core,Ribosomal_L35Ae,Ribosomal protein L35Ae,CL0866,ALR_C-like
PF01246,20,1.0,core,Ribosomal_L24e,Ribosomal protein L24e,CL0175,TRASH
PF01245,20,1.0,core,Ribosomal_L19,Ribosomal protein L19,CL0010,SH3
PF01242,20,1.0,core,PTPS,6-pyruvoyl tetrahydropterin synthase,CL0334,THBO-biosyn
PF01239,20,1.0,core,PPTA,Protein prenyltransferase alpha subunit repeat,CL0020,TPR
PF01237,20,1.0,core,Oxysterol_BP,Oxysterol-binding protein ,,
PF01233,20,1.0,core,NMT,"Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain",CL0257,Acetyltrans
PF01230,20,1.0,core,HIT,HIT domain,CL0265,HIT
PF01226,20,1.0,core,Form_Nir_trans,Formate/nitrite transporter,CL0716,Aquaporin-like
PF01294,20,1.0,core,Ribosomal_L13e,Ribosomal protein L13e,,
PF01300,20,1.0,core,Sua5_yciO_yrdC,Telomere recombination,,
PF01302,20,1.0,core,CAP_GLY,CAP-Gly domain,CL0010,SH3
PF01409,20,1.0,core,tRNA-synt_2d,tRNA synthetases class II core domain (F),CL0040,tRNA_synt_II
PF01459,20,1.0,core,Porin_3,Eukaryotic porin,CL0193,MBB
PF01458,20,1.0,core,SUFBD_core,"SUF system FeS cluster assembly, SufBD core domain",,
PF01434,20,1.0,core,Peptidase_M41,Peptidase family M41,CL0126,Peptidase_MA
PF01433,20,1.0,core,Peptidase_M1,Peptidase family M1 domain,CL0126,Peptidase_MA
PF01432,20,1.0,core,Peptidase_M3,Peptidase family M3,CL0126,Peptidase_MA
PF01428,20,1.0,core,zf-AN1,AN1-like Zinc finger,CL0229,RING
PF01425,20,1.0,core,Amidase,Amidase,,
PF01423,20,1.0,core,LSM,LSM domain,CL0986,Sm-like
PF01417,20,1.0,core,ENTH,ENTH domain,CL0020,TPR
PF01416,20,1.0,core,PseudoU_synth_1,tRNA pseudouridine synthase,CL0649,PseudoU_synth
PF01412,20,1.0,core,ArfGap,Putative GTPase activating protein for Arf,,
PF01411,20,1.0,core,tRNA-synt_2c,tRNA synthetases class II (A),CL0040,tRNA_synt_II
PF01406,20,1.0,core,tRNA-synt_1e,tRNA synthetases class I (C) catalytic domain,CL0039,HUP
PF01321,20,1.0,core,Creatinase_N,Creatinase/Prolidase N-terminal domain,CL0356,AMP_N-like
PF01399,20,1.0,core,PCI,PCI domain,CL0123,HTH
PF01398,20,1.0,core,JAB,JAB1/Mov34/MPN/PAD-1 ubiquitin protease,CL0366,JAB
PF01388,20,1.0,core,ARID,ARID/BRIGHT DNA binding domain,CL0123,HTH
PF01384,20,1.0,core,PHO4,Phosphate transporter family,,
PF01381,20,1.0,core,HTH_3,Helix-turn-helix,CL0123,HTH
PF01380,20,1.0,core,SIS,SIS domain,CL0067,SIS
PF01379,20,1.0,core,Porphobil_deam,"Porphobilinogen deaminase, dipyromethane cofactor binding domain",CL0177,PBP
PF01367,20,1.0,core,5_3_exonuc,"5'-3' exonuclease, C-terminal SAM fold",CL0464,5_3_exonuc_C
PF01351,20,1.0,core,RNase_HII,Ribonuclease HII,CL0219,RNase_H
PF01336,20,1.0,core,tRNA_anti-codon,OB-fold nucleic acid binding domain,CL0021,OB
PF01331,20,1.0,core,mRNA_cap_enzyme,"mRNA capping enzyme, catalytic domain",CL0179,ATP-grasp
PF01327,20,1.0,core,Pep_deformylase,Polypeptide deformylase,,
PF00730,20,1.0,core,HhH-GPD,HhH-GPD superfamily base excision DNA repair protein,CL0198,HHH
PF00719,20,1.0,core,Pyrophosphatase,Inorganic pyrophosphatase,,
PF00717,20,1.0,core,Peptidase_S24,Peptidase S24-like,CL0299,Peptidase_SF
PF00254,20,1.0,core,FKBP_C,FKBP-type peptidyl-prolyl cis-trans isomerase,CL0487,FKBP
PF00249,20,1.0,core,Myb_DNA-binding,Myb-like DNA-binding domain,CL0123,HTH
PF00248,20,1.0,core,Aldo_ket_red,Aldo/keto reductase family,CL0036,TIM_barrel
PF00244,20,1.0,core,14-3-3,14-3-3 protein,CL0020,TPR
PF00241,20,1.0,core,Cofilin_ADF,Cofilin/tropomyosin-type actin-binding protein,CL0092,ADF
PF00240,20,1.0,core,ubiquitin,Ubiquitin family,CL0072,Ubiquitin
PF00238,20,1.0,core,Ribosomal_L14,Ribosomal protein L14p/L23e,,
PF00237,20,1.0,core,Ribosomal_L22,Ribosomal protein L22p/L17e,,
PF00235,20,1.0,core,Profilin,Profilin,CL0431,PF
PF00233,20,1.0,core,PDEase_I,3'5'-cyclic nucleotide phosphodiesterase,CL0237,HD_PDEase
PF00231,20,1.0,core,ATP-synt,ATP synthase,,
PF00230,20,1.0,core,MIP,Major intrinsic protein,CL0716,Aquaporin-like
PF00227,20,1.0,core,Proteasome,Proteasome subunit,CL0052,NTN
PF00226,20,1.0,core,DnaJ,DnaJ domain,CL0392,Chaperone-J
PF00225,20,1.0,core,Kinesin,Kinesin motor domain,CL0023,P-loop_NTPase
PF00224,20,1.0,core,PK,"Pyruvate kinase, barrel domain",CL0036,TIM_barrel
PF00216,20,1.0,core,Bac_DNA_binding,Bacterial DNA-binding protein,CL0548,IHF-likeDNA-bdg
PF00215,20,1.0,core,OMPdecase,Orotidine 5'-phosphate decarboxylase / HUMPS family,CL0036,TIM_barrel
PF00213,20,1.0,core,OSCP,ATP synthase delta (OSCP) subunit,CL0255,ATP_synthase
PF00211,20,1.0,core,Guanylate_cyc,Adenylate and Guanylate cyclase catalytic domain,CL0276,Nucleot_cyclase
PF00208,20,1.0,core,ELFV_dehydrog,Glutamate/Leucine/Phenylalanine/Valine dehydrogenase,CL0063,NADP_Rossmann
PF00206,20,1.0,core,Lyase_1,Lyase,,
PF00204,20,1.0,core,DNA_gyraseB,DNA gyrase B,CL0329,S5
PF00203,20,1.0,core,Ribosomal_S19,Ribosomal protein S19,,
PF00202,20,1.0,core,Aminotran_3,Aminotransferase class-III,CL0061,PLP_aminotran
PF00198,20,1.0,core,2-oxoacid_dh,2-oxoacid dehydrogenases acyltransferase (catalytic domain),CL0149,CoA-acyltrans
PF00189,20,1.0,core,Ribosomal_S3_C,"Ribosomal protein S3, C-terminal domain",,
PF00186,20,1.0,core,DHFR_1,Dihydrofolate reductase,CL0387,DHFred
PF00252,20,1.0,core,Ribosomal_L16,Ribosomal protein L16p/L10e,CL0021,OB
PF00255,20,1.0,core,GSHPx,Glutathione peroxidase,CL0172,Thioredoxin
PF00347,20,1.0,core,Ribosomal_L6,Ribosomal protein L6,,
PF00258,20,1.0,core,Flavodoxin_1,Flavodoxin,CL0042,Flavoprotein
PF00342,20,1.0,core,PGI,Phosphoglucose isomerase,CL0067,SIS
PF00338,20,1.0,core,Ribosomal_S10,Ribosomal protein S10p/S20e,,
PF00334,20,1.0,core,NDK,Nucleoside diphosphate kinase,,
PF00333,20,1.0,core,Ribosomal_S5,"Ribosomal protein S5, N-terminal domain",CL0196,DSRM
PF00330,20,1.0,core,Aconitase,Aconitase family (aconitate hydratase),,
PF00328,20,1.0,core,His_Phos_2,Histidine phosphatase superfamily (branch 2),CL0071,His_phosphatase
PF00327,20,1.0,core,Ribosomal_L30,Ribosomal protein L30p/L7e,,
PF00326,20,1.0,core,Peptidase_S9,Prolyl oligopeptidase family,CL0028,AB_hydrolase
PF00318,20,1.0,core,Ribosomal_S2,Ribosomal protein S2,CL0067,SIS
PF00317,20,1.0,core,Ribonuc_red_lgN,"Ribonucleotide reductase, all-alpha domain",,
PF00312,20,1.0,core,Ribosomal_S15,Ribosomal protein S15,CL0600,S15_NS1
PF00311,20,1.0,core,PEPcase,Phosphoenolpyruvate carboxylase,CL0036,TIM_barrel
PF00310,20,1.0,core,GATase_2,Glutamine amidotransferases class-II,CL0052,NTN
PF00306,20,1.0,core,ATP-synt_ab_C,"ATP synthase alpha/beta chain, C terminal domain",,
PF00303,20,1.0,core,Thymidylat_synt,Thymidylate synthase,,
PF00300,20,1.0,core,His_Phos_1,Histidine phosphatase superfamily (branch 1),CL0071,His_phosphatase
PF00298,20,1.0,core,Ribosomal_L11,"Ribosomal protein L11, RNA binding domain",,
PF00297,20,1.0,core,Ribosomal_L3,Ribosomal protein L3,CL0866,ALR_C-like
PF00293,20,1.0,core,NUDIX,NUDIX domain,CL0261,NUDIX
PF00289,20,1.0,core,Biotin_carb_N,"Biotin carboxylase, N-terminal domain",CL0063,NADP_Rossmann
PF00285,20,1.0,core,Citrate_synt,"Citrate synthase, C-terminal domain",,
