domain_a,domain_b,n_AB,n_A,n_B,N,expected_AB,jaccard,lift,pmi_log2,fisher_p,obligate_pair,same_clan,clan_a,clan_b,q_value,significant_q05,headline_eligible,name_a,name_b
PF00276,PF03939,16,44,16,76215,0.009,0.3636,1732.159,10.758,6.737442963533934e-54,False,False,,,9.951696240771099e-54,True,True,Ribosomal_L23,Ribosomal_L23eN
PF02204,PF18151,10,44,10,76215,0.006,0.2273,1732.159,10.758,1.3623435407584335e-33,False,False,CL0785,,1.6330863980271327e-33,True,True,VPS9,DUF5601
PF08606,PF23381,6,22,12,76215,0.003,0.2143,1732.159,10.758,2.5304207897425673e-19,False,False,,CL0186,2.7209212185158003e-19,True,True,Prp19,Beta-prop_IFT122_1st
PF01171,PF16503,6,44,6,76215,0.003,0.1364,1732.159,10.758,2.5937112754385595e-20,False,False,CL0039,,2.808926231054349e-20,True,True,ATP_bind_3,zn-ribbon_14
PF01302,PF14560,24,43,25,76215,0.014,0.5455,1701.544,10.733,8.44286934440036e-81,False,False,CL0010,CL0072,2.1813147077512195e-80,True,True,CAP_GLY,Ubiquitin_2
PF17832,PF25304,22,43,23,76215,0.013,0.5,1695.379,10.727,1.0736000558843019e-73,False,False,CL0668,CL0123,2.3387488987177457e-73,True,True,Pre-PUA,WHD_eIF2D
PF04950,PF08142,45,45,45,76215,0.027,1.0,1693.667,10.726,2.4639609975928627e-164,True,True,CL0866,CL0866,2.5727151381762716e-163,True,False,RIBIOP_C,AARP2CN
PF07521,PF10996,45,45,45,76215,0.027,1.0,1693.667,10.726,2.4639609975928627e-164,True,False,CL0398,CL0023,2.5727151381762716e-163,True,False,RMMBL,Beta-Casp
PF08646,PF16900,44,45,44,76215,0.026,0.9778,1693.667,10.726,1.8768237314764588e-159,False,True,CL0021,CL0021,1.8214814932406144e-158,True,False,Rep_fac-A_C,REPA_OB_2
PF00224,PF02887,44,45,44,76215,0.026,0.9778,1693.667,10.726,1.8768237314764588e-159,False,False,CL0036,CL0947,1.8214814932406144e-158,True,True,PK,PK_C
PF01031,PF02212,44,45,44,76215,0.026,0.9778,1693.667,10.726,1.8768237314764588e-159,False,False,,,1.8214814932406144e-158,True,True,Dynamin_M,GED
PF00705,PF02747,44,45,44,76215,0.026,0.9778,1693.667,10.726,1.8768237314764588e-159,False,True,CL0060,CL0060,1.8214814932406144e-158,True,False,PCNA_N,PCNA_C
PF00888,PF26557,43,45,43,76215,0.025,0.9556,1693.667,10.726,7.1480708637012415e-155,False,False,CL0020,,6.480346878828551e-154,True,True,Cullin,Cullin_AB
PF05670,PF05833,32,45,32,76215,0.019,0.7111,1693.667,10.726,1.1509693393502093e-110,False,False,CL0684,CL0303,6.290857688722804e-110,True,True,NFACT-R_1,NFACT_N
PF00750,PF05746,31,45,31,76215,0.018,0.6889,1693.667,10.726,6.263246296361169e-107,False,False,CL0039,CL0258,3.398765194512835e-106,True,True,tRNA-synt_1d,DALR_1
PF23220,PF23233,24,24,45,76215,0.014,0.5333,1693.667,10.726,1.5924651670555097e-81,False,True,CL0020,CL0020,4.259703644738589e-81,True,False,HAT_Syf1_M,HAT_Syf1_CNRKL1_N
PF02878,PF02880,24,45,24,76215,0.014,0.5333,1693.667,10.726,1.5924651670555097e-81,False,True,CL0754,CL0754,4.259703644738589e-81,True,False,PGM_PMM_I,PGM_PMM_III
PF02786,PF02787,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,False,CL0179,CL0123,1.3533101701529106e-77,True,True,CPSase_L_D2,CPSase_L_D3
PF02786,PF25596,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,False,CL0179,CL0063,1.3533101701529106e-77,True,True,CPSase_L_D2,CPSase_L_D1
PF07521,PF11718,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,False,CL0398,,1.3533101701529106e-77,True,True,RMMBL,CPSF73-100_C
PF10996,PF11718,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,False,CL0023,,1.3533101701529106e-77,True,True,Beta-Casp,CPSF73-100_C
PF00204,PF16898,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,False,CL0329,,1.3533101701529106e-77,True,True,DNA_gyraseB,TOPRIM_C
PF00521,PF16898,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,False,,,1.3533101701529106e-77,True,True,DNA_topoisoIV,TOPRIM_C
PF01851,PF18004,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,False,CL0020,,1.3533101701529106e-77,True,True,PC_rep,RPN2_C
PF01851,PF21505,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,True,CL0020,CL0020,1.3533101701529106e-77,True,False,PC_rep,RPN2_N
PF13646,PF18004,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,False,CL0020,,1.3533101701529106e-77,True,True,HEAT_2,RPN2_C
PF13646,PF21505,23,45,23,76215,0.014,0.5111,1693.667,10.726,5.515141182195151e-78,False,True,CL0020,CL0020,1.3533101701529106e-77,True,False,HEAT_2,RPN2_N
PF08389,PF18784,22,45,22,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,False,CL0020,,4.008857846703355e-74,True,True,Xpo1,CRM1_repeat_2
PF16573,PF16575,22,22,45,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,False,,CL0023,4.008857846703355e-74,True,True,CLP1_N,CLP1_P
PF08512,PF08644,22,45,22,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,True,CL0266,CL0266,4.008857846703355e-74,True,False,Rttp106-like_middle,SPT16
PF08512,PF14826,22,45,22,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,False,CL0266,CL0356,4.008857846703355e-74,True,True,Rttp106-like_middle,FACT-Spt16_Nlob
PF08512,PF24824,22,45,22,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,True,CL0266,CL0266,4.008857846703355e-74,True,False,Rttp106-like_middle,PH_SPT16
PF00204,PF00986,22,45,22,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,False,CL0329,,4.008857846703355e-74,True,True,DNA_gyraseB,DNA_gyraseB_C
PF00988,PF02786,22,22,45,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,False,CL0364,CL0179,4.008857846703355e-74,True,True,CPSase_sm_chain,CPSase_L_D2
PF01411,PF07973,22,22,45,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,False,CL0040,CL0094,4.008857846703355e-74,True,True,tRNA-synt_2c,tRNA_SAD
PF02878,PF02879,22,45,22,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,True,CL0754,CL0754,4.008857846703355e-74,True,False,PGM_PMM_I,PGM_PMM_II
PF03531,PF08512,22,22,45,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,True,CL0266,CL0266,4.008857846703355e-74,True,False,SSrecog,Rttp106-like_middle
PF08512,PF21103,22,45,22,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,True,CL0266,CL0266,4.008857846703355e-74,True,False,Rttp106-like_middle,PH1_SSRP1-like
PF00289,PF02786,22,22,45,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,False,CL0063,CL0179,4.008857846703355e-74,True,True,Biotin_carb_N,CPSase_L_D2
PF02785,PF02786,22,22,45,76215,0.013,0.4889,1693.667,10.726,1.8270224004130217e-74,False,False,CL0105,CL0179,4.008857846703355e-74,True,True,Biotin_carb_C,CPSase_L_D2
PF08389,PF18787,21,45,21,76215,0.012,0.4667,1693.667,10.726,5.800339365711244e-71,False,True,CL0020,CL0020,1.1835193800117011e-70,True,False,Xpo1,CRM1_repeat_3
PF08148,PF13234,21,45,21,76215,0.012,0.4667,1693.667,10.726,5.800339365711244e-71,False,False,,CL0010,1.1835193800117011e-70,True,True,DSHCT,MTR4_beta-barrel
PF02142,PF02786,21,21,45,76215,0.012,0.4667,1693.667,10.726,5.800339365711244e-71,False,False,,CL0179,1.1835193800117011e-70,True,True,MGS,CPSase_L_D2
PF08512,PF17292,21,45,21,76215,0.012,0.4667,1693.667,10.726,5.800339365711244e-71,False,True,CL0266,CL0266,1.1835193800117011e-70,True,False,Rttp106-like_middle,POB3_N
PF00750,PF03485,21,45,21,76215,0.012,0.4667,1693.667,10.726,5.800339365711244e-71,False,False,CL0039,,1.1835193800117011e-70,True,True,tRNA-synt_1d,Arg_tRNA_synt_N
PF04950,PF22298,20,45,20,76215,0.012,0.4444,1693.667,10.726,1.767827431881473e-67,False,False,CL0866,CL0023,3.2961708520548646e-67,True,True,RIBIOP_C,Tsr1_G-like
PF08142,PF22298,20,45,20,76215,0.012,0.4444,1693.667,10.726,1.767827431881473e-67,False,False,CL0866,CL0023,3.2961708520548646e-67,True,True,AARP2CN,Tsr1_G-like
PF00888,PF10557,18,45,18,76215,0.011,0.4,1693.667,10.726,1.4620856090649038e-60,False,False,CL0020,CL0123,2.3374842789062983e-60,True,True,Cullin,Cullin_Nedd8
PF14327,PF15861,16,16,45,76215,0.009,0.3556,1693.667,10.726,1.0454652874449211e-53,False,False,,,1.5412214656198741e-53,True,True,CSTF2_hinge,partial_CstF
PF00652,PF00754,9,9,45,76215,0.005,0.2,1693.667,10.726,3.7078125666799e-30,False,False,CL0066,CL0202,4.344913487580006e-30,True,True,Ricin_B_lectin,F5_F8_type_C
PF03130,PF13646,5,5,45,76215,0.003,0.1111,1693.667,10.726,5.70192508561075e-17,False,True,CL0020,CL0020,6.041087879366463e-17,True,False,HEAT_PBS,HEAT_2
PF01210,PF07479,43,44,44,76215,0.025,0.9556,1692.792,10.725,1.397827034808141e-154,False,False,CL0063,CL0106,1.25970841113067e-153,True,True,NAD_Gly3P_dh_N,NAD_Gly3P_dh_C
PF01119,PF08676,20,43,21,76215,0.012,0.4545,1688.04,10.721,1.1246576801538794e-66,False,False,CL0329,,2.0589259102212494e-66,True,True,DNA_mis_repair,MutL_C
PF02881,PF04086,20,43,21,76215,0.012,0.4545,1688.04,10.721,1.1246576801538794e-66,False,False,,CL0431,2.0589259102212494e-66,True,True,SRP54_N,SRP-alpha_N
PF12842,PF16415,27,44,28,76215,0.016,0.6,1670.296,10.706,3.2173883182629475e-91,False,False,,CL0020,1.5815343876136696e-90,True,True,DUF3819,CNOT1_CAF1_bind
PF00307,PF03271,17,37,21,76215,0.01,0.4146,1667.51,10.703,3.43030725631207e-55,False,False,CL0188,,5.1319023577633135e-55,True,True,CH,EB1
PF00689,PF00690,43,46,43,76215,0.026,0.9348,1656.848,10.694,1.0960375324341901e-153,False,False,,,9.647679209914906e-153,True,True,Cation_ATPase_C,Cation_ATPase_N
PF12763,PF18150,22,46,22,76215,0.013,0.4783,1656.848,10.694,3.5017929341249603e-74,False,False,CL0220,,7.650381677150346e-74,True,True,EH,DUF5600
PF18149,PF23445,22,22,46,76215,0.013,0.4783,1656.848,10.694,3.5017929341249603e-74,False,False,,CL0123,7.650381677150346e-74,True,True,Helicase_PWI,WHD_SNRNP200
PF01805,PF12230,22,46,22,76215,0.013,0.4783,1656.848,10.694,3.5017929341249603e-74,False,False,,,7.650381677150346e-74,True,True,Surp,PRP21_like_P
PF00081,PF02777,42,43,45,76215,0.025,0.913,1654.279,10.692,7.804056474933962e-149,False,False,,,6.63783230508428e-148,True,True,Sod_Fe_N,Sod_Fe_C
PF00382,PF08271,26,40,30,76215,0.016,0.5909,1651.325,10.689,3.0030284346123614e-86,False,False,CL0065,CL0167,9.148058450710494e-86,True,True,TFIIB,Zn_Ribbon_TF
PF01504,PF13833,11,32,16,76215,0.007,0.2973,1637.432,10.677,4.460979957478086e-35,False,False,CL0016,CL0220,5.416137654869143e-35,True,True,PIP5K,EF-hand_8
PF12430,PF12537,18,42,20,76215,0.011,0.4091,1633.179,10.673,5.72282749684337e-59,False,False,,,8.895647669631277e-59,True,True,ABA_GPCR,GPHR_N
PF01590,PF10507,26,27,45,76215,0.016,0.5652,1630.938,10.671,3.1101192640956407e-87,False,False,CL0161,,1.3601661362487265e-86,True,True,GAF,TMEM65
PF17832,PF26291,11,43,12,76215,0.007,0.25,1624.738,10.666,5.468363680373055e-36,False,False,CL0668,CL0906,6.671315561712171e-36,True,True,Pre-PUA,SWIB_eIF2D
PF02824,PF16897,45,46,46,76215,0.028,0.9574,1620.829,10.663,5.2136745101704405e-161,False,False,CL0072,,5.2274855684755277e-160,True,True,TGS,MMR_HSR1_Xtn
PF01851,PF17781,22,45,23,76215,0.014,0.4783,1620.029,10.662,4.200938189889869e-73,False,True,CL0020,CL0020,9.0601430477112e-73,True,False,PC_rep,RPN1_RPN2_N
PF01039,PF02786,22,23,45,76215,0.014,0.4783,1620.029,10.662,4.200938189889869e-73,False,False,CL0127,CL0179,9.0601430477112e-73,True,True,Carboxyl_trans,CPSase_L_D2
PF08389,PF08767,21,45,22,76215,0.013,0.4565,1616.682,10.659,1.2756909857523868e-69,False,True,CL0020,CL0020,2.5181175390210087e-69,True,False,Xpo1,CRM1_C
PF01428,PF01754,21,45,22,76215,0.013,0.4565,1616.682,10.659,1.2756909857523868e-69,False,False,CL0229,CL0839,2.5181175390210087e-69,True,True,zf-AN1,zf-A20
PF00521,PF03989,21,45,22,76215,0.013,0.4565,1616.682,10.659,1.2756909857523868e-69,False,False,,,2.5181175390210087e-69,True,True,DNA_topoisoIV,DNA_gyraseA_C
PF00408,PF02878,20,21,45,76215,0.012,0.4348,1613.016,10.656,3.711277539077951e-66,False,False,CL0407,CL0754,6.649555259365701e-66,True,True,PGM_PMM_IV,PGM_PMM_I
PF02878,PF21404,20,45,21,76215,0.012,0.4348,1613.016,10.656,3.711277539077951e-66,False,True,CL0754,CL0754,6.649555259365701e-66,True,False,PGM_PMM_I,AMG1_III
PF02878,PF21405,20,45,21,76215,0.012,0.4348,1613.016,10.656,3.711277539077951e-66,False,True,CL0754,CL0754,6.649555259365701e-66,True,False,PGM_PMM_I,AMG1_II
PF08512,PF21091,19,45,20,76215,0.012,0.413,1608.983,10.652,1.0358285666313325e-62,False,False,CL0266,,1.7347836834953955e-62,True,True,Rttp106-like_middle,SPT16_C
PF05670,PF11923,19,45,20,76215,0.012,0.413,1608.983,10.652,1.0358285666313325e-62,False,False,CL0684,,1.7347836834953955e-62,True,True,NFACT-R_1,NFACT-C
PF01163,PF09202,22,48,22,76215,0.014,0.4583,1587.812,10.633,1.2153915168286012e-73,False,False,CL0016,CL0123,2.643825799538078e-73,True,True,RIO1,Rio2_N
PF09358,PF10585,21,21,48,76215,0.013,0.4375,1587.812,10.633,3.429834860490314e-70,False,False,,,6.905279227104169e-70,True,True,E1_UFD,UBA_E1_SCCH
PF10585,PF16190,20,48,20,76215,0.013,0.4167,1587.812,10.633,9.333438114109265e-67,False,False,,CL0866,1.7129711407937454e-66,True,True,UBA_E1_SCCH,E1_FCCH
PF10585,PF16191,20,48,20,76215,0.013,0.4167,1587.812,10.633,9.333438114109265e-67,False,False,,,1.7129711407937454e-66,True,True,UBA_E1_SCCH,E1_4HB
PF14551,PF24901,10,32,15,76215,0.006,0.2703,1587.812,10.633,1.0622882838358915e-31,False,False,CL0903,CL0123,1.255506995884106e-31,True,True,MCM_N,WHD_MCM7
PF01849,PF19026,22,46,23,76215,0.014,0.4681,1584.811,10.63,8.051697086367237e-73,False,False,,CL0214,1.7217894616892653e-72,True,True,NAC,UBA_HYPK
PF21188,PF23445,21,22,46,76215,0.013,0.4468,1581.537,10.627,2.3472419987237446e-69,False,False,,CL0123,4.5795417346233886e-69,True,True,BRR2_plug,WHD_SNRNP200
PF04054,PF12842,41,45,44,76215,0.026,0.8542,1578.189,10.624,4.576861888480502e-142,False,False,CL0020,,3.571839638742e-141,True,True,Not1,DUF3819
PF12842,PF16417,20,44,22,76215,0.013,0.4348,1574.69,10.621,2.267350920710475e-65,False,False,,CL0020,4.019636175592107e-65,True,True,DUF3819,CNOT1_TTP_bind
PF13831,PF13832,8,8,49,76215,0.005,0.1633,1555.408,10.603,1.5977611929378352e-26,False,True,CL0229,CL0229,1.8229166888529634e-26,True,False,PHD_2,zf-HC5HC2H_2
PF00144,PF03109,7,7,49,76215,0.005,0.1429,1555.408,10.603,2.899099642652537e-23,False,False,CL0013,CL0016,3.2273800433646626e-23,True,True,Beta-lactamase,ABC1
PF00626,PF04810,42,47,44,76215,0.027,0.8571,1547.887,10.596,1.855794121462768e-145,False,False,CL0092,CL0167,1.510576505319694e-144,True,True,Gelsolin,zf-Sec23_Sec24
PF01851,PF18051,21,45,23,76215,0.014,0.4468,1546.391,10.595,1.4666035351053063e-68,False,False,CL0020,,2.800047606745818e-68,True,True,PC_rep,RPN1_C
PF00595,PF13365,8,12,33,76215,0.005,0.2162,1539.697,10.588,2.4320611219471427e-25,False,False,CL0466,CL0124,2.7417278768637186e-25,True,True,PDZ,Trypsin_2
PF00285,PF22717,21,50,21,76215,0.014,0.42,1524.3,10.574,1.0348639665272492e-69,False,False,,CL0806,2.0534522219164552e-69,True,True,Citrate_synt,SNaCT10
PF17830,PF18253,18,41,22,76215,0.012,0.4,1520.92,10.571,1.2583333644393807e-57,False,False,,,1.9243603169305275e-57,True,True,STI1-HOP_DP,HipN
PF04054,PF16415,25,45,28,76215,0.017,0.5208,1512.202,10.562,1.436814014087493e-81,False,True,CL0020,CL0020,3.856979463348341e-81,True,False,Not1,CNOT1_CAF1_bind
PF23231,PF23233,38,43,45,76215,0.025,0.76,1496.729,10.548,7.000049982919488e-128,False,True,CL0020,CL0020,4.5098194358043e-127,True,False,HAT_Syf1_CNRKL1_C,HAT_Syf1_CNRKL1_N
PF24631,PF24633,22,22,51,76215,0.015,0.4314,1494.412,10.545,6.926800311427375e-73,False,False,CL0159,CL0607,1.4854356475213945e-72,True,True,DUF7628,DUF7630
PF24632,PF24633,22,22,51,76215,0.015,0.4314,1494.412,10.545,6.926800311427375e-73,False,False,CL0159,CL0607,1.4854356475213945e-72,True,True,DUF7629,DUF7630
PF24633,PF24639,22,51,22,76215,0.015,0.4314,1494.412,10.545,6.926800311427375e-73,False,False,CL0607,CL0159,1.4854356475213945e-72,True,True,DUF7630,DUF7634
PF24633,PF24640,22,51,22,76215,0.015,0.4314,1494.412,10.545,6.926800311427375e-73,False,False,CL0607,CL0186,1.4854356475213945e-72,True,True,DUF7630,DUF7635
PF24633,PF24635,21,51,21,76215,0.014,0.4118,1494.412,10.545,1.7592687430963253e-69,False,False,CL0607,,3.4681417669893705e-69,True,True,DUF7630,DUF7632
PF00051,PF24633,13,13,51,76215,0.009,0.2549,1494.412,10.545,1.0140121701604653e-42,False,False,CL0602,CL0607,1.3223207800369892e-42,True,True,Kringle,DUF7630
PF00478,PF00571,6,22,14,76215,0.004,0.2,1484.708,10.536,8.220907811563485e-19,False,False,CL0036,,8.80853108754927e-19,True,True,IMPDH,CBS
PF00571,PF01595,6,14,22,76215,0.004,0.2,1484.708,10.536,8.220907811563485e-19,False,False,,,8.80853108754927e-19,True,True,CBS,CNNM
PF14555,PF21021,14,33,22,76215,0.01,0.3415,1469.711,10.521,1.0222858056824676e-43,False,False,CL0214,CL0172,1.3446921892295883e-43,True,True,UBA_4,FAF1
PF01624,PF05190,22,44,26,76215,0.015,0.4583,1465.673,10.517,1.3945064487653321e-70,False,False,,,2.826349080897875e-70,True,True,MutS_I,MutS_IV
PF00789,PF21021,22,52,22,76215,0.015,0.4231,1465.673,10.517,1.2006453873140776e-72,False,False,CL0072,CL0172,2.54947702158978e-72,True,True,UBX,FAF1
PF08423,PF14520,22,52,22,76215,0.015,0.4231,1465.673,10.517,1.2006453873140776e-72,False,False,CL0023,CL0198,2.54947702158978e-72,True,True,Rad51,HHH_5
PF04054,PF16417,19,45,22,76215,0.013,0.3958,1462.712,10.514,7.970709724294437e-61,False,True,CL0020,CL0020,1.2948127170152124e-60,True,False,Not1,CNOT1_TTP_bind
PF00958,PF02540,16,22,38,76215,0.011,0.3636,1458.66,10.51,2.678531532904654e-50,False,False,,CL0039,3.782926064195565e-50,True,True,GMP_synt_C,NAD_synthase
PF10433,PF23726,31,45,36,76215,0.021,0.62,1458.435,10.51,2.359092709885402e-101,False,True,CL0186,CL0186,1.2444830532287452e-100,True,False,Beta-prop_RSE1_1st,Beta-prop_RSE1_2nd
PF02475,PF25133,23,53,23,76215,0.016,0.434,1438.019,10.49,8.351712825016232e-76,False,False,CL0063,,1.9757020651679024e-75,True,True,TRM5-TYW2_MTfase,TYW2_N_2
PF12874,PF16835,22,53,22,76215,0.015,0.4151,1438.019,10.49,2.052716307343424e-72,False,False,CL0361,,4.3526785564677084e-72,True,True,zf-met,SF3A2
PF00333,PF03719,22,54,22,76215,0.016,0.4074,1411.389,10.463,3.4639587686420286e-72,False,False,CL0196,CL0329,7.31441223950353e-72,True,True,Ribosomal_S5,Ribosomal_S5_C
PF04851,PF06777,17,40,23,76215,0.012,0.3696,1408.321,10.46,3.2254357278705636e-53,False,False,CL0023,CL0823,4.736478847716812e-53,True,True,ResIII,HBB
PF18808,PF25574,15,22,37,76215,0.011,0.3409,1404.453,10.456,1.2273693760630508e-46,False,True,CL0020,CL0020,1.660623087899427e-46,True,False,Importin_rep_4,TPR_IMB1
PF18829,PF25574,15,22,37,76215,0.011,0.3409,1404.453,10.456,1.2273693760630508e-46,False,True,CL0020,CL0020,1.660623087899427e-46,True,False,Importin_rep_6,TPR_IMB1
PF25574,PF25780,15,37,22,76215,0.011,0.3409,1404.453,10.456,1.2273693760630508e-46,False,True,CL0020,CL0020,1.660623087899427e-46,True,False,TPR_IMB1,TPR_IPO5
PF00789,PF08059,20,52,21,76215,0.014,0.3774,1395.879,10.447,1.4750131224741414e-64,False,False,CL0072,,2.575743791725317e-64,True,True,UBX,SEP
PF00633,PF00730,23,23,55,76215,0.017,0.4182,1385.727,10.436,2.500462408296188e-75,False,True,CL0198,CL0198,5.833128021818842e-75,True,False,HHH,HhH-GPD
PF00573,PF14374,22,55,22,76215,0.016,0.4,1385.727,10.436,5.773264614403378e-72,False,False,,,1.2139892536398215e-71,True,True,Ribosomal_L4,Ribos_L4_asso_C
PF03876,PF08292,21,55,21,76215,0.015,0.3818,1385.727,10.436,1.2937886000877971e-68,False,False,CL0319,CL0021,2.473227197642582e-68,True,True,SHS2_Rpb7-N,RNA_pol_Rbc25
PF02475,PF02676,19,53,20,76215,0.014,0.3519,1366.118,10.416,5.056050157282579e-61,False,False,CL0063,,8.239892290770532e-61,True,True,TRM5-TYW2_MTfase,TYW3
PF00043,PF02798,11,14,44,76215,0.008,0.234,1360.982,10.41,2.2098671652412147e-34,False,False,CL0497,CL0172,2.672315405890734e-34,True,True,GST_C,GST_N
PF05186,PF13207,7,22,18,76215,0.005,0.2121,1347.235,10.396,1.8282490825209322e-21,False,False,CL0068,CL0023,1.9985336541059145e-21,True,True,Dpy-30,AAA_17
PF00181,PF03947,44,44,57,76215,0.033,0.7719,1337.105,10.385,1.021115579775287e-148,False,False,CL0021,CL0010,8.636698255752987e-148,True,True,Ribosomal_L2_N,Ribosomal_L2_C
PF03104,PF14260,22,57,22,76215,0.016,0.386,1337.105,10.385,1.548593331863495e-71,False,False,CL0219,,3.2073465177035996e-71,True,True,DNA_pol_B_exo1,zf-C4pol
PF13638,PF17849,9,9,57,76215,0.007,0.1579,1337.105,10.385,3.76422752233641e-29,False,False,CL0280,CL0021,4.3670808190171073e-29,True,True,PIN_4,OB_Dis3
PF00515,PF17830,23,32,41,76215,0.017,0.46,1336.086,10.384,7.579289356265493e-72,False,False,CL0020,,1.5827647014325457e-71,True,True,TPR_1,STI1-HOP_DP
PF05833,PF11923,11,32,20,76215,0.008,0.2683,1309.945,10.355,1.7136202766587613e-33,False,False,CL0303,,2.0525483377067755e-33,True,True,NFACT_N,NFACT-C
PF00515,PF13414,23,32,42,76215,0.018,0.451,1304.275,10.349,1.6752321561531928e-71,False,True,CL0020,CL0020,3.4554516136456863e-71,True,False,TPR_1,TPR_11
PF07885,PF22614,21,44,28,76215,0.016,0.4118,1299.119,10.343,3.655462937351906e-65,False,False,CL0030,CL0063,6.465386550409796e-65,True,True,Ion_trans_2,Slo-like_RCK
PF09334,PF19303,22,61,22,76215,0.018,0.3607,1249.426,10.287,9.825305141574259e-71,False,False,CL0039,CL0258,1.9967130180326746e-70,True,True,tRNA-synt_1g,Anticodon_3
PF00986,PF01751,22,22,61,76215,0.018,0.3607,1249.426,10.287,9.825305141574259e-71,False,False,,CL0413,1.9967130180326746e-70,True,True,DNA_gyraseB_C,Toprim
PF10672,PF17785,14,14,61,76215,0.011,0.2295,1249.426,10.287,8.806216378069542e-45,False,False,CL0063,CL0178,1.1664577074713285e-44,True,True,Methyltrans_SAM,PUA_3
PF00533,PF00817,10,34,18,76215,0.008,0.2381,1245.343,10.282,3.14320984338742e-30,False,False,CL0459,,3.6890075216190335e-30,True,True,BRCT,IMS
PF08519,PF25361,24,24,62,76215,0.02,0.3871,1229.274,10.264,4.092398305056961e-77,False,False,,CL0671,9.913425654169983e-77,True,True,RFC1,AAA_lid_RFC1
PF00293,PF05026,22,62,22,76215,0.018,0.3548,1229.274,10.264,1.5229222969440105e-70,False,False,CL0261,,3.074272476764309e-70,True,True,NUDIX,DCP2
